origin, dependency
14813-vendor.samsung.hardware.miscpower@2.0.so, libm.so
14813-vendor.samsung.hardware.miscpower@2.0.so, libdl.so
14813-vendor.samsung.hardware.miscpower@2.0.so, vendor.samsung.hardware.miscpower@2.0.so
6021-android.hardware.power.stats@1.0.so, libhidlbase.so
6021-android.hardware.power.stats@1.0.so, libhidltransport.so
6021-android.hardware.power.stats@1.0.so, libhwbinder.so
6021-android.hardware.power.stats@1.0.so, liblog.so
6021-android.hardware.power.stats@1.0.so, libutils.so
6021-android.hardware.power.stats@1.0.so, libcutils.so
6021-android.hardware.power.stats@1.0.so, libc++.so
6021-android.hardware.power.stats@1.0.so, libc.so
6021-android.hardware.power.stats@1.0.so, libm.so
6021-android.hardware.power.stats@1.0.so, libdl.so
6021-android.hardware.power.stats@1.0.so, android.hardware.power.stats@1.0.so
6023-android.hardware.power@1.0.so, libhidlbase.so
6023-android.hardware.power@1.0.so, libhidltransport.so
6023-android.hardware.power@1.0.so, libhwbinder.so
6023-android.hardware.power@1.0.so, liblog.so
6023-android.hardware.power@1.0.so, libutils.so
6023-android.hardware.power@1.0.so, libcutils.so
6023-android.hardware.power@1.0.so, libc++.so
6023-android.hardware.power@1.0.so, libc.so
6023-android.hardware.power@1.0.so, libm.so
6023-android.hardware.power@1.0.so, libdl.so
6023-android.hardware.power@1.0.so, android.hardware.power@1.0.so
6025-android.hardware.power@1.1.so, android.hardware.power@1.0.so
6025-android.hardware.power@1.1.so, libhidlbase.so
6025-android.hardware.power@1.1.so, libhidltransport.so
6025-android.hardware.power@1.1.so, libhwbinder.so
6025-android.hardware.power@1.1.so, liblog.so
6025-android.hardware.power@1.1.so, libutils.so
6025-android.hardware.power@1.1.so, libcutils.so
6025-android.hardware.power@1.1.so, libc++.so
6025-android.hardware.power@1.1.so, libc.so
6025-android.hardware.power@1.1.so, libm.so
6025-android.hardware.power@1.1.so, libdl.so
6025-android.hardware.power@1.1.so, android.hardware.power@1.1.so
6027-android.hardware.power@1.2.so, android.hardware.power@1.0.so
6027-android.hardware.power@1.2.so, android.hardware.power@1.1.so
6027-android.hardware.power@1.2.so, libhidlbase.so
6027-android.hardware.power@1.2.so, libhidltransport.so
6027-android.hardware.power@1.2.so, libhwbinder.so
6027-android.hardware.power@1.2.so, liblog.so
6027-android.hardware.power@1.2.so, libutils.so
6027-android.hardware.power@1.2.so, libcutils.so
6027-android.hardware.power@1.2.so, libc++.so
6027-android.hardware.power@1.2.so, libc.so
6027-android.hardware.power@1.2.so, libm.so
6027-android.hardware.power@1.2.so, libdl.so
6027-android.hardware.power@1.2.so, android.hardware.power@1.2.so
6029-android.hardware.power@1.3.so, android.hardware.power@1.0.so
6029-android.hardware.power@1.3.so, android.hardware.power@1.1.so
6029-android.hardware.power@1.3.so, android.hardware.power@1.2.so
6029-android.hardware.power@1.3.so, libhidlbase.so
6029-android.hardware.power@1.3.so, libhidltransport.so
6029-android.hardware.power@1.3.so, libhwbinder.so
6029-android.hardware.power@1.3.so, liblog.so
6029-android.hardware.power@1.3.so, libutils.so
6029-android.hardware.power@1.3.so, libcutils.so
6029-android.hardware.power@1.3.so, libc++.so
6029-android.hardware.power@1.3.so, libc.so
6029-android.hardware.power@1.3.so, libm.so
6029-android.hardware.power@1.3.so, libdl.so
6029-android.hardware.power@1.3.so, android.hardware.power@1.3.so
6242-libSAG_VM_Energy_v217.so, libc.so
6242-libSAG_VM_Energy_v217.so, libSAG_VM_Energy_v217.so
6242-libSAG_VM_Energy_v217.so, libm.so
6242-libSAG_VM_Energy_v217.so, __gxx_personality_v0
6242-libSAG_VM_Energy_v217.so, libdl.so
6242-libSAG_VM_Energy_v217.so, liblog.so
6242-libSAG_VM_Energy_v217.so, SAG_VM_Energy_Exe
6242-libSAG_VM_Energy_v217.so, n=%d
6242-libSAG_VM_Energy_v217.so, source=%d
6242-libSAG_VM_Energy_v217.so, volume=%d
6242-libSAG_VM_Energy_v217.so, SAG_VM_Energy.cpp
6242-libSAG_VM_Energy_v217.so, __dso_handle
6242-libSAG_VM_Energy_v217.so, crtbegin_so.c
6242-libSAG_VM_Energy_v217.so, __gxx_personality_v0
6242-libSAG_VM_Energy_v217.so, __aeabi_unwind_cpp_pr0
6782-libpower.so, libbase.so
6782-libpower.so, libbinder.so
6782-libpower.so, libcutils.so
6782-libpower.so, libhidlbase.so
6782-libpower.so, libhidltransport.so
6782-libpower.so, libhwbinder.so
6782-libpower.so, liblog.so
6782-libpower.so, libutils.so
6782-libpower.so, android.system.suspend@1.0.so
6782-libpower.so, libc++.so
6782-libpower.so, libc.so
6782-libpower.so, libm.so
6782-libpower.so, libdl.so
6782-libpower.so, libpower.so
6782-libpower.so, hardware/libhardware_legacy/power.cpp
6784-libpowermanager.so, libutils.so
6784-libpowermanager.so, libbinder.so
6784-libpowermanager.so, libc++.so
6784-libpowermanager.so, libc.so
6784-libpowermanager.so, libm.so
6784-libpowermanager.so, libdl.so
6784-libpowermanager.so, libpowermanager.so
7202-vendor.samsung.hardware.miscpower@2.0.so, libhidlbase.so
7202-vendor.samsung.hardware.miscpower@2.0.so, libhidltransport.so
7202-vendor.samsung.hardware.miscpower@2.0.so, libhwbinder.so
7202-vendor.samsung.hardware.miscpower@2.0.so, liblog.so
7202-vendor.samsung.hardware.miscpower@2.0.so, libutils.so
7202-vendor.samsung.hardware.miscpower@2.0.so, libcutils.so
7202-vendor.samsung.hardware.miscpower@2.0.so, libc++.so
7202-vendor.samsung.hardware.miscpower@2.0.so, libc.so
7202-vendor.samsung.hardware.miscpower@2.0.so, libm.so
7202-vendor.samsung.hardware.miscpower@2.0.so, libdl.so
7202-vendor.samsung.hardware.miscpower@2.0.so, vendor.samsung.hardware.miscpower@2.0.so
7425-android.hardware.power.stats@1.0.so, libhidlbase.so
7425-android.hardware.power.stats@1.0.so, libhidltransport.so
7425-android.hardware.power.stats@1.0.so, libhwbinder.so
7425-android.hardware.power.stats@1.0.so, liblog.so
7425-android.hardware.power.stats@1.0.so, libutils.so
7425-android.hardware.power.stats@1.0.so, libcutils.so
7425-android.hardware.power.stats@1.0.so, libc++.so
7425-android.hardware.power.stats@1.0.so, libc.so
7425-android.hardware.power.stats@1.0.so, libm.so
7425-android.hardware.power.stats@1.0.so, libdl.so
7425-android.hardware.power.stats@1.0.so, android.hardware.power.stats@1.0.so
7427-android.hardware.power@1.0.so, libhidlbase.so
7427-android.hardware.power@1.0.so, libhidltransport.so
7427-android.hardware.power@1.0.so, libhwbinder.so
7427-android.hardware.power@1.0.so, liblog.so
7427-android.hardware.power@1.0.so, libutils.so
7427-android.hardware.power@1.0.so, libcutils.so
7427-android.hardware.power@1.0.so, libc++.so
7427-android.hardware.power@1.0.so, libc.so
7427-android.hardware.power@1.0.so, libm.so
7427-android.hardware.power@1.0.so, libdl.so
7427-android.hardware.power@1.0.so, android.hardware.power@1.0.so
7429-android.hardware.power@1.1.so, android.hardware.power@1.0.so
7429-android.hardware.power@1.1.so, libhidlbase.so
7429-android.hardware.power@1.1.so, libhidltransport.so
7429-android.hardware.power@1.1.so, libhwbinder.so
7429-android.hardware.power@1.1.so, liblog.so
7429-android.hardware.power@1.1.so, libutils.so
7429-android.hardware.power@1.1.so, libcutils.so
7429-android.hardware.power@1.1.so, libc++.so
7429-android.hardware.power@1.1.so, libc.so
7429-android.hardware.power@1.1.so, libm.so
7429-android.hardware.power@1.1.so, libdl.so
7429-android.hardware.power@1.1.so, android.hardware.power@1.1.so
7431-android.hardware.power@1.2.so, android.hardware.power@1.0.so
7431-android.hardware.power@1.2.so, android.hardware.power@1.1.so
7431-android.hardware.power@1.2.so, libhidlbase.so
7431-android.hardware.power@1.2.so, libhidltransport.so
7431-android.hardware.power@1.2.so, libhwbinder.so
7431-android.hardware.power@1.2.so, liblog.so
7431-android.hardware.power@1.2.so, libutils.so
7431-android.hardware.power@1.2.so, libcutils.so
7431-android.hardware.power@1.2.so, libc++.so
7431-android.hardware.power@1.2.so, libc.so
7431-android.hardware.power@1.2.so, libm.so
7431-android.hardware.power@1.2.so, libdl.so
7431-android.hardware.power@1.2.so, android.hardware.power@1.2.so
7433-android.hardware.power@1.3.so, android.hardware.power@1.0.so
7433-android.hardware.power@1.3.so, android.hardware.power@1.1.so
7433-android.hardware.power@1.3.so, android.hardware.power@1.2.so
7433-android.hardware.power@1.3.so, libhidlbase.so
7433-android.hardware.power@1.3.so, libhidltransport.so
7433-android.hardware.power@1.3.so, libhwbinder.so
7433-android.hardware.power@1.3.so, liblog.so
7433-android.hardware.power@1.3.so, libutils.so
7433-android.hardware.power@1.3.so, libcutils.so
7433-android.hardware.power@1.3.so, libc++.so
7433-android.hardware.power@1.3.so, libc.so
7433-android.hardware.power@1.3.so, libm.so
7433-android.hardware.power@1.3.so, libdl.so
7433-android.hardware.power@1.3.so, android.hardware.power@1.3.so
7623-libpower.so, libbase.so
7623-libpower.so, libbinder.so
7623-libpower.so, libcutils.so
7623-libpower.so, libhidlbase.so
7623-libpower.so, libhidltransport.so
7623-libpower.so, libhwbinder.so
7623-libpower.so, liblog.so
7623-libpower.so, libutils.so
7623-libpower.so, android.system.suspend@1.0.so
7623-libpower.so, libc++.so
7623-libpower.so, libc.so
7623-libpower.so, libm.so
7623-libpower.so, libdl.so
7623-libpower.so, libpower.so
7623-libpower.so, hardware/libhardware_legacy/power.cpp
7904-android.hardware.power.stats@1.0.so, libhidlbase.so
7904-android.hardware.power.stats@1.0.so, libhidltransport.so
7904-android.hardware.power.stats@1.0.so, libhwbinder.so
7904-android.hardware.power.stats@1.0.so, liblog.so
7904-android.hardware.power.stats@1.0.so, libutils.so
7904-android.hardware.power.stats@1.0.so, libcutils.so
7904-android.hardware.power.stats@1.0.so, libc++.so
7904-android.hardware.power.stats@1.0.so, libc.so
7904-android.hardware.power.stats@1.0.so, libm.so
7904-android.hardware.power.stats@1.0.so, libdl.so
7904-android.hardware.power.stats@1.0.so, android.hardware.power.stats@1.0.so
7906-android.hardware.power@1.0.so, libhidlbase.so
7906-android.hardware.power@1.0.so, libhidltransport.so
7906-android.hardware.power@1.0.so, libhwbinder.so
7906-android.hardware.power@1.0.so, liblog.so
7906-android.hardware.power@1.0.so, libutils.so
7906-android.hardware.power@1.0.so, libcutils.so
7906-android.hardware.power@1.0.so, libc++.so
7906-android.hardware.power@1.0.so, libc.so
7906-android.hardware.power@1.0.so, libm.so
7906-android.hardware.power@1.0.so, libdl.so
7906-android.hardware.power@1.0.so, android.hardware.power@1.0.so
7908-android.hardware.power@1.1.so, android.hardware.power@1.0.so
7908-android.hardware.power@1.1.so, libhidlbase.so
7908-android.hardware.power@1.1.so, libhidltransport.so
7908-android.hardware.power@1.1.so, libhwbinder.so
7908-android.hardware.power@1.1.so, liblog.so
7908-android.hardware.power@1.1.so, libutils.so
7908-android.hardware.power@1.1.so, libcutils.so
7908-android.hardware.power@1.1.so, libc++.so
7908-android.hardware.power@1.1.so, libc.so
7908-android.hardware.power@1.1.so, libm.so
7908-android.hardware.power@1.1.so, libdl.so
7908-android.hardware.power@1.1.so, android.hardware.power@1.1.so
7910-android.hardware.power@1.2.so, android.hardware.power@1.0.so
7910-android.hardware.power@1.2.so, android.hardware.power@1.1.so
7910-android.hardware.power@1.2.so, libhidlbase.so
7910-android.hardware.power@1.2.so, libhidltransport.so
7910-android.hardware.power@1.2.so, libhwbinder.so
7910-android.hardware.power@1.2.so, liblog.so
7910-android.hardware.power@1.2.so, libutils.so
7910-android.hardware.power@1.2.so, libcutils.so
7910-android.hardware.power@1.2.so, libc++.so
7910-android.hardware.power@1.2.so, libc.so
7910-android.hardware.power@1.2.so, libm.so
7910-android.hardware.power@1.2.so, libdl.so
7910-android.hardware.power@1.2.so, android.hardware.power@1.2.so
7912-android.hardware.power@1.3.so, android.hardware.power@1.0.so
7912-android.hardware.power@1.3.so, android.hardware.power@1.1.so
7912-android.hardware.power@1.3.so, android.hardware.power@1.2.so
7912-android.hardware.power@1.3.so, libhidlbase.so
7912-android.hardware.power@1.3.so, libhidltransport.so
7912-android.hardware.power@1.3.so, libhwbinder.so
7912-android.hardware.power@1.3.so, liblog.so
7912-android.hardware.power@1.3.so, libutils.so
7912-android.hardware.power@1.3.so, libcutils.so
7912-android.hardware.power@1.3.so, libc++.so
7912-android.hardware.power@1.3.so, libc.so
7912-android.hardware.power@1.3.so, libm.so
7912-android.hardware.power@1.3.so, libdl.so
7912-android.hardware.power@1.3.so, android.hardware.power@1.3.so
8191-libSAG_VM_Energy_v217.so, __gxx_personality_v0
8191-libSAG_VM_Energy_v217.so, libc.so
8191-libSAG_VM_Energy_v217.so, libm.so
8191-libSAG_VM_Energy_v217.so, libdl.so
8191-libSAG_VM_Energy_v217.so, liblog.so
8191-libSAG_VM_Energy_v217.so, libSAG_VM_Energy_v217.so
8191-libSAG_VM_Energy_v217.so, SAG_VM_Energy_Exe
8191-libSAG_VM_Energy_v217.so, n=%d
8191-libSAG_VM_Energy_v217.so, source=%d
8191-libSAG_VM_Energy_v217.so, volume=%d
8191-libSAG_VM_Energy_v217.so, Android
8191-libSAG_VM_Energy_v217.so, (4691093
8191-libSAG_VM_Energy_v217.so, based
8191-libSAG_VM_Energy_v217.so, on
8191-libSAG_VM_Energy_v217.so, r316199)
8191-libSAG_VM_Energy_v217.so, clang
8191-libSAG_VM_Energy_v217.so, version
8191-libSAG_VM_Energy_v217.so, 6.0.2
8191-libSAG_VM_Energy_v217.so, (https://android.googlesource.com/toolchain/clang
8191-libSAG_VM_Energy_v217.so, 183abd29fc496f55536e7d904e0abae47888fc7f)
8191-libSAG_VM_Energy_v217.so, (https://android.googlesource.com/toolchain/llvm
8191-libSAG_VM_Energy_v217.so, 34361f192e41ed6e4e8f9aca80a4ea7e9856f327)
8191-libSAG_VM_Energy_v217.so, (based
8191-libSAG_VM_Energy_v217.so, on
8191-libSAG_VM_Energy_v217.so, LLVM
8191-libSAG_VM_Energy_v217.so, 6.0.2svn)
8191-libSAG_VM_Energy_v217.so, frame_heapsort
8191-libSAG_VM_Energy_v217.so, SAG_VM_Energy.cpp
8191-libSAG_VM_Energy_v217.so, __dso_handle
8191-libSAG_VM_Energy_v217.so, crtbegin_so.c
8191-libSAG_VM_Energy_v217.so, DW.ref.__gxx_personality_v0
8896-libpower.so, libbase.so
8896-libpower.so, libbinder.so
8896-libpower.so, libcutils.so
8896-libpower.so, libhidlbase.so
8896-libpower.so, libhidltransport.so
8896-libpower.so, libhwbinder.so
8896-libpower.so, liblog.so
8896-libpower.so, libutils.so
8896-libpower.so, android.system.suspend@1.0.so
8896-libpower.so, libc++.so
8896-libpower.so, libc.so
8896-libpower.so, libm.so
8896-libpower.so, libdl.so
8896-libpower.so, libpower.so
8896-libpower.so, hardware/libhardware_legacy/power.cpp
8898-libpowermanager.so, libutils.so
8898-libpowermanager.so, libbinder.so
8898-libpowermanager.so, libc++.so
8898-libpowermanager.so, libc.so
8898-libpowermanager.so, libm.so
8898-libpowermanager.so, libdl.so
8898-libpowermanager.so, libpowermanager.so
9553-android.hardware.power.stats@1.0.so, libhidlbase.so
9553-android.hardware.power.stats@1.0.so, libhidltransport.so
9553-android.hardware.power.stats@1.0.so, libhwbinder.so
9553-android.hardware.power.stats@1.0.so, liblog.so
9553-android.hardware.power.stats@1.0.so, libutils.so
9553-android.hardware.power.stats@1.0.so, libcutils.so
9553-android.hardware.power.stats@1.0.so, libc++.so
9553-android.hardware.power.stats@1.0.so, libc.so
9553-android.hardware.power.stats@1.0.so, libm.so
9553-android.hardware.power.stats@1.0.so, libdl.so
9553-android.hardware.power.stats@1.0.so, android.hardware.power.stats@1.0.so
9555-android.hardware.power@1.0.so, libhidlbase.so
9555-android.hardware.power@1.0.so, libhidltransport.so
9555-android.hardware.power@1.0.so, libhwbinder.so
9555-android.hardware.power@1.0.so, liblog.so
9555-android.hardware.power@1.0.so, libutils.so
9555-android.hardware.power@1.0.so, libcutils.so
9555-android.hardware.power@1.0.so, libc++.so
9555-android.hardware.power@1.0.so, libc.so
9555-android.hardware.power@1.0.so, libm.so
9555-android.hardware.power@1.0.so, libdl.so
9555-android.hardware.power@1.0.so, android.hardware.power@1.0.so
9557-android.hardware.power@1.1.so, android.hardware.power@1.0.so
9557-android.hardware.power@1.1.so, libhidlbase.so
9557-android.hardware.power@1.1.so, libhidltransport.so
9557-android.hardware.power@1.1.so, libhwbinder.so
9557-android.hardware.power@1.1.so, liblog.so
9557-android.hardware.power@1.1.so, libutils.so
9557-android.hardware.power@1.1.so, libcutils.so
9557-android.hardware.power@1.1.so, libc++.so
9557-android.hardware.power@1.1.so, libc.so
9557-android.hardware.power@1.1.so, libm.so
9557-android.hardware.power@1.1.so, libdl.so
9557-android.hardware.power@1.1.so, android.hardware.power@1.1.so
9559-android.hardware.power@1.2.so, android.hardware.power@1.0.so
9559-android.hardware.power@1.2.so, android.hardware.power@1.1.so
9559-android.hardware.power@1.2.so, libhidlbase.so
9559-android.hardware.power@1.2.so, libhidltransport.so
9559-android.hardware.power@1.2.so, libhwbinder.so
9559-android.hardware.power@1.2.so, liblog.so
9559-android.hardware.power@1.2.so, libutils.so
9559-android.hardware.power@1.2.so, libcutils.so
9559-android.hardware.power@1.2.so, libc++.so
9559-android.hardware.power@1.2.so, libc.so
9559-android.hardware.power@1.2.so, libm.so
9559-android.hardware.power@1.2.so, libdl.so
9559-android.hardware.power@1.2.so, android.hardware.power@1.2.so
9561-android.hardware.power@1.3.so, android.hardware.power@1.0.so
9561-android.hardware.power@1.3.so, android.hardware.power@1.1.so
9561-android.hardware.power@1.3.so, android.hardware.power@1.2.so
9561-android.hardware.power@1.3.so, libhidlbase.so
9561-android.hardware.power@1.3.so, libhidltransport.so
9561-android.hardware.power@1.3.so, libhwbinder.so
9561-android.hardware.power@1.3.so, liblog.so
9561-android.hardware.power@1.3.so, libutils.so
9561-android.hardware.power@1.3.so, libcutils.so
9561-android.hardware.power@1.3.so, libc++.so
9561-android.hardware.power@1.3.so, libc.so
9561-android.hardware.power@1.3.so, libm.so
9561-android.hardware.power@1.3.so, libdl.so
9561-android.hardware.power@1.3.so, android.hardware.power@1.3.so
9751-libpower.so, libbase.so
9751-libpower.so, libbinder.so
9751-libpower.so, libcutils.so
9751-libpower.so, libhidlbase.so
9751-libpower.so, libhidltransport.so
9751-libpower.so, libhwbinder.so
9751-libpower.so, liblog.so
9751-libpower.so, libutils.so
9751-libpower.so, android.system.suspend@1.0.so
9751-libpower.so, libc++.so
9751-libpower.so, libc.so
9751-libpower.so, libm.so
9751-libpower.so, libdl.so
9751-libpower.so, libpower.so
9751-libpower.so, hardware/libhardware_legacy/power.cpp
9813-vendor.samsung.hardware.miscpower@2.0.so, libhidlbase.so
9813-vendor.samsung.hardware.miscpower@2.0.so, libhidltransport.so
9813-vendor.samsung.hardware.miscpower@2.0.so, libhwbinder.so
9813-vendor.samsung.hardware.miscpower@2.0.so, liblog.so
9813-vendor.samsung.hardware.miscpower@2.0.so, libutils.so
9813-vendor.samsung.hardware.miscpower@2.0.so, libcutils.so
9813-vendor.samsung.hardware.miscpower@2.0.so, libc++.so
9813-vendor.samsung.hardware.miscpower@2.0.so, libc.so
9813-vendor.samsung.hardware.miscpower@2.0.so, libm.so
9813-vendor.samsung.hardware.miscpower@2.0.so, libdl.so
9813-vendor.samsung.hardware.miscpower@2.0.so, vendor.samsung.hardware.miscpower@2.0.so
